3,0,0,6,0,0,3,0,2,0,2,1,0,0,0,2,1,0,0,6,0,2,1,0,4,0,2,1,2,0,2,0,1,0,0,6,0,2,1,0,6,0,2,5,2,0,0,2,0,0,0,6,0,2,1,0,6,0,2,5,2,0,2,0
1,0,0,2,0,0,1,0,6,0,2,1,0,0,0,6,1,0,0,6,0,2,1,0,2,0,2,5,2,0,2,0,0,0,0,6,0,2,1,0,2,0,2,1,2,0,0,2,1,0,0,6,0,2,1,0,6,0,2,5,2,0,2,0
0,0,0,6,0,2,0,0,2,0,2,4,0,0,0,2,0,0,0,6,0,2,0,0,4,0,2,0,2,0,2,0,0,0,0,6,0,2,0,0,4,2,0,0,2,0,0,2,0,0,0,6,0,2,0,0,6,0,2,4,2,0,0,3
0,0,0,2,0,2,1,0,2,0,3,0,0,0,0,3,0,0,2,4,0,3,0,0,6,0,3,0,2,0,0,2,1,0,0,0,0,2,1,0,2,0,2,0,6,0,0,2,1,0,0,6,0,2,1,0,2,0,2,4,2,0,2,1
0,0,0,6,0,3,0,0,2,0,3,4,0,0,0,2,1,0,0,2,0,3,2,0,4,0,3,0,2,0,2,0,0,0,0,4,0,3,0,4,2,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
0,0,4,2,0,3,0,0,2,0,3,0,0,0,0,3,0,0,4,2,0,3,0,0,4,0,7,0,2,0,2,1,0,0,6,0,0,3,0,0,6,0,7,0,2,0,0,3,0,0,6,0,0,3,0,6,0,0,3,4,2,2,4,1
0,0,0,2,0,1,0,0,2,0,3,0,0,0,6,1,0,0,6,0,0,3,0,0,2,2,1,2,0,0,2,1,0,0,6,0,0,3,0,2,0,2,1,2,0,0,2,1,0,0,6,0,2,1,0,0,4,0,7,2,0,2,0,0
1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1
0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0
0,0,1,2,0,0,0,2,0,0,0,2,1,0,0,2,0,0,1,2,0,0,0,2,0,4,0,2,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,6,0,0,0,0,0,2,0,6,0,0,0,3,0,0,0,6,0,0,0,2,0,0,0,6,0,0,2,1,0,0,0,6,0,1,0,2,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3
0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,1,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,7,0,4,0,6,0,0,0,0,0,0,0,6,0,0,0,1
0,0,0,6,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,6,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,6,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,6,0,1,0,2,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1
0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,1,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,3
0,0,0,6,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,1,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,3
0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,3
0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,4,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1
0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,2
0,0,1,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1
5,5,4,7,4,4,5,4,4,5,5,6,4,4,5,5,5,5,4,7,4,4,5,5,4,5,5,6,0,1,1,1,5,5,4,7,4,4,5,5,4,5,5,6,4,5,5,5,5,5,4,7,4,4,5,1,0,1,1,2,0,0,1,5
5,5,4,7,4,4,5,4,4,5,5,6,4,4,5,5,5,5,4,7,4,4,5,5,5,4,4,6,0,1,0,1,5,4,0,7,4,4,5,5,4,5,5,6,4,4,5,5,5,5,4,7,4,4,5,1,1,1,1,2,1,0,1,4
4,0,5,4,4,1,5,6,4,1,4,4,1,0,0,3,4,0,5,4,0,1,5,2,5,0,4,5,1,0,0,3,4,0,5,4,4,1,5,6,4,1,4,5,5,0,0,3,4,0,5,4,4,1,5,6,4,0,5,5,4,4,4,7
4,4,5,4,4,5,5,6,4,4,4,4,5,4,4,7,4,4,5,4,4,5,5,6,5,4,4,5,5,4,4,7,4,4,5,4,4,5,5,6,4,4,4,5,5,4,4,7,4,4,5,4,4,5,5,4,4,5,6,5,1,0,0,3
0,0,5,4,0,1,5,6,4,1,4,4,5,0,0,3,4,0,5,4,0,1,5,2,5,0,4,5,1,0,0,3,4,0,5,4,0,1,5,6,4,1,4,5,1,0,0,3,4,0,5,4,0,1,5,4,4,0,7,5,4,4,4,7
4,4,5,4,4,5,5,6,4,4,4,4,5,4,4,7,4,4,5,4,4,5,5,4,5,4,2,5,5,4,4,7,4,4,5,4,4,5,5,6,4,4,4,5,5,4,4,7,4,4,5,4,4,5,5,6,4,5,4,5,5,0,4,7
4,4,5,4,4,5,5,6,4,4,4,4,5,4,4,7,4,4,5,4,4,5,5,4,4,4,6,4,5,4,4,7,4,4,5,4,4,5,5,6,4,4,4,5,5,4,4,7,4,4,5,4,0,0,4,4,4,0,4,0,5,4,4,7
4,4,5,4,4,5,5,6,4,5,4,4,5,4,4,7,4,4,5,4,4,5,5,6,5,4,4,5,5,4,4,7,4,4,5,4,4,5,5,6,4,5,4,5,5,4,4,7,4,4,5,4,4,5,5,6,4,4,5,5,4,4,4,7
4,4,5,4,4,5,5,6,4,4,4,4,5,4,4,7,4,4,5,4,4,5,5,6,5,4,4,5,5,4,4,7,4,4,5,4,4,5,5,6,4,4,4,5,5,4,4,7,4,4,5,4,4,5,5,6,4,5,4,5,1,0,0,3
0,0,5,4,4,1,5,6,4,0,4,4,1,0,0,3,0,0,5,4,0,1,5,0,4,0,6,0,1,0,0,3,0,0,5,0,4,1,5,6,4,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,7
4,4,5,4,4,5,5,6,4,4,4,4,5,4,4,7,4,4,5,4,4,5,5,4,5,4,6,5,5,4,4,7,4,4,5,4,4,5,5,6,4,4,4,5,5,4,4,7,4,4,5,4,4,5,5,6,5,5,4,5,5,4,4,7
4,4,5,4,4,5,5,6,4,5,4,4,5,4,4,7,4,4,5,4,4,5,5,6,5,4,4,4,5,4,4,7,4,4,5,4,0,5,5,6,4,5,4,5,5,4,4,7,4,4,5,4,0,0,0,0,0,0,0,0,5,4,4,7
